GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "26000","Michigan",3,SAINC30,10,"...","Personal income (millions of dollars) ","Millions of dollars",17119.5,18126.0,18884.0,18957.0,20319.3,21691.5,23774.2,26375.2,28764.1,29991.8,33160.6,36067.9,37361.7,40644.0,45132.0,50382.9,53913.2,57745.1,64457.8,72465.6,80772.9,88473.2,94701.8,101183.6,104753.9,111587.4,123022.2,133511.6,141960.4,147028.8,157389.8,169457.8,177358.2,181544.4,192090.2,202230.8,217482.0,229978.8,241755.1,253075.7,268711.9,282128.9,301060.4,306670.4,306427.1,313961.0,322698.4,329235.3,336842.6,346731.9,356356.2,339100.0,352074.3,372954.2,387339.2,390857.9,407267.0,429284.9,441557.2,454894.8,474208.0,489493.1,531530.2,568132.0,572325.1
 "26000","Michigan",3,SAINC30,45,"...","Net earnings by place of residence ","Millions of dollars",13794.9,14754.4,15290.0,15023.0,16199.8,17366.2,19110.6,21331.9,23269.6,23868.7,26491.1,28952.4,29132.4,31436.7,35024.3,39084.7,40507.4,41687.3,47565.7,54406.2,61115.0,66157.8,66887.8,69876.0,69226.7,73612.0,82228.7,90496.7,96817.1,101083.2,108413.3,115325.9,119702.2,121382.2,129878.7,136837.4,146864.8,155242.4,163091.6,171325.5,184170.7,196250.4,210197.3,212349.7,212526.2,216133.5,221225.7,223494.4,225123.9,226319.1,223378.3,205900.3,213468.9,227969.7,237260.6,239952.7,248053.7,260660.5,268453.2,280289.8,290709.0,298850.3,298572.1,322689.8,343828.2
 "26000","Michigan",3,SAINC30,50,"...","Personal current transfer receipts ","Millions of dollars",1183.4,1072.8,1111.7,1332.0,1304.4,1327.4,1365.6,1475.7,1617.3,2001.6,2312.1,2558.7,3215.6,3838.3,4317.8,4925.4,6152.7,8075.3,8322.8,8545.1,9082.8,10473.3,13826.4,14645.6,16348.9,17299.7,17491.0,18050.7,18929.5,19463.6,20302.3,21966.1,23803.0,26480.9,28050.5,29982.0,30276.2,31955.1,33556.5,35485.5,35246.6,37771.5,39043.2,43474.9,45062.8,47300.7,49316.9,52448.9,55993.0,61241.7,69712.0,77421.5,82684.9,82541.5,82128.7,83390.3,86457.8,91276.4,93236.2,93220.4,97249.6,102583.5,144303.9,148135.5,123353.9
 "26000","Michigan",3,SAINC30,60,"..."," Income maintenance benefits 1/","Millions of dollars",132.6,142.2,127.7,148.1,157.7,145.4,144.9,147.8,130.4,163.9,199.1,239.7,384.0,559.5,704.3,752.5,927.0,1116.7,1282.9,1235.8,1333.3,1535.0,1991.5,2232.3,2280.0,2534.8,2599.4,2581.5,2679.9,2648.1,2764.8,2885.7,3096.6,3177.4,3299.3,3504.4,3545.2,3579.4,3399.1,3727.5,3578.3,3674.6,3885.8,3962.1,4284.9,4598.6,4835.1,5185.4,5364.2,6797.2,7285.0,8572.3,9910.8,9451.6,9378.7,8993.0,8842.8,8764.2,8490.9,8208.3,8114.2,8097.9,9655.4,13364.0,12683.4
 "26000","Michigan",3,SAINC30,70,"..."," Unemployment insurance compensation ","Millions of dollars",370.0,155.7,158.1,261.9,132.6,99.4,85.2,63.1,81.4,129.1,119.0,118.5,300.5,359.9,322.9,207.0,524.2,1391.3,1063.3,831.4,527.6,711.3,2421.4,1587.0,2063.6,1684.9,810.6,758.2,791.7,993.4,1004.8,974.8,1180.6,1722.7,2074.2,1643.7,973.4,903.9,1020.3,948.1,968.2,872.4,918.6,1611.6,2354.7,2562.3,1996.4,1831.9,1971.1,1918.9,2807.2,6662.4,5865.8,3862.7,2824.7,2059.5,1090.9,933.7,904.2,855.6,780.2,798.3,25331.2,12380.7,663.4
 "26000","Michigan",3,SAINC30,80,"..."," Retirement and other ","Millions of dollars",680.8,775.0,825.9,922.0,1014.1,1082.6,1135.6,1264.8,1405.6,1708.5,1994.0,2200.5,2531.1,2918.9,3290.6,3966.0,4701.5,5567.4,5976.6,6478.0,7222.0,8227.0,9413.6,10826.4,12005.4,13080.0,14081.1,14711.0,15457.9,15822.1,16532.7,18105.6,19525.8,21580.9,22677.0,24833.9,25757.6,27471.8,29137.0,30809.9,30700.1,33224.6,34238.8,37901.2,38423.1,40139.8,42485.5,45431.7,48657.7,52525.5,59619.9,62186.8,66908.3,69227.2,69925.3,72337.8,76524.1,81578.5,83841.1,84156.4,88355.2,93687.2,109317.4,122390.8,110007.2
 "26000","Michigan",3,SAINC30,90,"...","Dividends, interest, and rent ","Millions of dollars",2141.2,2298.8,2482.4,2601.9,2815.1,2998.0,3297.9,3567.5,3877.2,4121.5,4357.4,4556.8,5013.6,5369.0,5789.9,6372.7,7253.1,7982.5,8569.3,9514.3,10575.1,11842.1,13987.6,16661.9,19178.3,20675.6,23302.5,24964.3,26213.8,26482.0,28674.3,32165.8,33853.0,33681.2,34161.0,35411.4,40341.1,42781.3,45107.0,46264.7,49294.6,48106.9,51819.9,50845.8,48838.1,50526.8,52155.7,53291.9,55725.7,59171.0,63265.8,55778.2,55920.5,62443.0,67949.9,67514.9,72755.5,77348.0,79867.8,81384.6,86249.4,88059.4,88654.2,97306.7,105142.9
 "26000","Michigan",3,SAINC30,91,"..."," Personal dividend income ","Millions of dollars",425.5,455.6,508.8,547.6,619.4,685.9,794.4,878.8,902.4,928.4,971.6,979.0,961.0,974.8,1029.2,1137.2,1248.7,1230.6,1505.1,1779.7,1987.5,2224.7,2296.3,2363.4,2353.4,2768.1,3077.7,3408.2,3747.0,3717.3,4541.3,5664.3,6095.1,6342.3,6565.2,6964.4,8174.1,8910.0,10459.4,11702.8,12236.9,11607.7,12423.1,11212.3,11808.3,12990.5,16859.0,15563.1,17371.2,19197.0,19996.4,13261.9,13385.6,18129.7,22518.3,22373.2,26743.4,29127.9,29685.1,30857.4,32655.4,34040.3,35595.1,43520.0,47578.3
 "26000","Michigan",3,SAINC30,92,"..."," Personal interest income ","Millions of dollars",1076.4,1164.2,1247.9,1305.7,1405.5,1502.0,1680.3,1847.1,2102.0,2297.9,2506.5,2816.0,3264.1,3584.1,3912.3,4434.2,5215.0,5990.5,6378.4,7239.4,8071.8,9147.6,11157.3,13655.5,16266.3,17322.5,19684.0,20897.9,22012.6,22313.1,23505.1,25892.1,26987.9,26262.3,25958.6,25834.7,26062.5,27721.8,28446.4,29711.6,31668.6,30656.0,33397.8,33039.7,30214.5,30177.4,27527.0,30981.1,33289.4,35088.0,35233.0,32758.2,29972.1,29999.4,30267.5,28697.9,29514.0,31680.2,32408.3,33007.1,35201.0,35716.7,33146.6,33057.6,35496.7
 "26000","Michigan",3,SAINC30,93,"...","  Imputed interest receipts 2/","Millions of dollars",450.2,504.4,549.6,595.1,638.1,678.7,748.6,804.0,894.7,988.2,1115.1,1325.5,1594.0,1788.3,1985.0,2193.3,2552.7,3210.1,3333.8,3687.5,4101.0,4268.7,4934.0,5434.2,6675.2,8301.1,8776.2,9959.8,10798.0,11433.3,11938.4,12676.5,13232.5,13653.5,14166.4,14677.4,14877.9,15877.5,15996.3,16961.1,16721.2,16132.1,16832.2,16703.5,16759.0,17293.8,17191.5,17887.4,18601.9,18965.5,19944.3,19933.5,18996.9,18735.5,18628.7,18025.5,18841.0,19930.7,19284.6,19594.9,20325.4,20379.4,19110.6,18646.1,19465.4
