GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "22000","Louisiana",5,SAINC4,10,"...","Personal income (millions of dollars) ","Millions of dollars",852.8,743.1,670.0,513.1,491.7,579.8,644.1,737.5,795.3,793.9,838.6,864.6,1162.5,1567.9,2075.7,2221.0,2190.5,2146.8,2294.1,2656.4,2849.8,3053.3,3416.7,3721.2,3937.0,3933.7,4181.6,4644.1,5139.8,5266.4,5503.4,5591.2,5818.6,6157.8,6563.6,7016.3,7601.8,8410.3,9225.3,10105.6,10765.9,11663.0,12715.2,13912.1,15528.5,17651.8,19875.1,22415.5,25031.4,28630.8,32475.0,37374.1,43061.1,46351.4,48426.2,51456.4,53604.9,53665.0,53761.2,56826.7,60256.0,64855.0,68440.4,73201.4,76792.1,81800.6,85828.4,89604.0,94201.5,98863.5,101157.7,106907.7,114767.4,118194.3,122009.9,127386.9,137162.4,144684.4,158433.0,170008.6,165305.6,173007.3,178350.9,187190.7,189741.3,197729.8,198425.9,197411.9,203454.9,212320.8,219278.0,233715.0,252319.2,250170.6
 "22000","Louisiana",5,SAINC4,11,"..."," Nonfarm personal income 1/","Millions of dollars",714.2,671.4,597.3,463.9,438.6,505.8,541.7,628.5,680.8,698.1,739.6,786.3,1062.1,1401.7,1854.9,2014.4,1974.6,1926.0,2036.5,2352.5,2592.5,2812.4,3115.6,3412.9,3657.9,3705.7,3948.7,4443.6,4963.7,5079.0,5300.2,5406.4,5601.8,5954.4,6304.0,6791.6,7405.8,8172.6,8959.8,9808.8,10526.9,11382.2,12398.0,13566.5,14953.7,17042.7,19461.7,21966.9,24584.2,28264.9,31980.4,37207.0,42802.5,46094.1,48199.6,51139.5,53380.0,53435.5,53371.6,56204.9,59795.7,64460.7,67981.8,72635.2,76214.3,81132.8,85167.1,88730.9,93568.5,98409.0,100534.5,106297.5,114120.6,117779.6,121230.1,126610.5,136501.7,143970.3,157693.7,169479.8,164574.1,172214.0,177508.8,186020.2,188253.1,196786.0,197842.1,196826.8,202705.6,211694.5,218599.4,232831.3,251238.5,249330.7
 "22000","Louisiana",5,SAINC4,12,"..."," Farm income 2/","Millions of dollars",138.6,71.6,72.7,49.2,53.2,74.0,102.4,109.0,114.5,95.7,99.0,78.3,100.4,166.2,220.9,206.6,215.9,220.7,257.7,303.9,257.3,240.9,301.1,308.2,279.0,228.0,232.9,200.5,176.1,187.4,203.2,184.8,216.8,203.4,259.6,224.7,196.0,237.7,265.5,296.8,238.9,280.8,317.2,345.6,574.8,609.1,413.4,448.6,447.2,366.0,494.7,167.1,258.6,257.4,226.6,316.9,224.8,229.4,389.6,621.8,460.2,394.3,458.6,566.2,577.8,667.8,661.3,873.1,633.0,454.5,623.2,610.2,646.8,414.7,779.8,776.4,660.7,714.0,739.3,528.8,731.5,793.3,842.1,1170.5,1488.3,943.8,583.8,585.1,749.3,626.3,678.6,883.7,1080.7,839.9
 "22000","Louisiana",5,SAINC4,20,"...","Population (persons) 3/","Number of persons",2086000,2105000,2124000,2155000,2178000,2202000,2228000,2246000,2257000,2285000,2334000,2370000,2500000,2541000,2560000,2479000,2413000,2540000,2579000,2596000,2634000,2697000,2769000,2842000,2866000,2883000,2946000,3032000,3115000,3155000,3208000,3260000,3287000,3345000,3377000,3446000,3496000,3550000,3581000,3603000,3619000,3650209,3710666,3761967,3788840,3820720,3886963,3951636,4015582,4073288,4139316,4223101,4283297,4352609,4395311,4400474,4408113,4406922,4344151,4288859,4252896,4221532,4253279,4293003,4316428,4347481,4378779,4398877,4421071,4440344,4460811,4471885,4477875,4497267,4521042,4552238,4576628,4302665,4375581,4435586,4491648,4544800,4577075,4603574,4628228,4648811,4670563,4685605,4678606,4670052,4664558,4651664,4627098,4590241
 "22000","Louisiana",5,SAINC4,30,"...","Per capita personal income (dollars) 4/","Dollars",409,353,315,238,226,263,289,328,352,347,359,365,465,617,811,896,908,845,890,1023,1082,1132,1234,1309,1374,1364,1419,1532,1650,1669,1716,1715,1770,1841,1944,2036,2174,2369,2576,2805,2975,3195,3427,3698,4098,4620,5113,5672,6234,7029,7846,8850,10053,10649,11018,11693,12161,12177,12376,13250,14168,15363,16091,17051,17791,18816,19601,20370,21307,22265,22677,23907,25630,26281,26987,27983,29970,33627,36208,38328,36803,38067,38966,40662,40997,42533,42484,42132,43486,45464,47009,50243,54531,54501
 "22000","Louisiana",5,SAINC4,35,"..."," Earnings by place of work ","Millions of dollars",695.5,590.2,513.9,389.4,386.8,467.1,529.6,591.9,666.4,659.4,696.3,724.0,1007.4,1418.2,1930.3,2064.3,1994.1,1859.8,1969.0,2256.2,2318.8,2464.1,2869.7,3153.3,3359.1,3331.0,3531.7,3909.1,4309.7,4345.7,4517.2,4567.4,4716.8,4994.5,5346.9,5756.1,6250.2,7051.3,7721.5,8497.8,8944.4,9481.9,10289.8,11307.7,12683.6,14268.0,15851.6,18156.7,20415.9,23564.7,26814.7,30286.1,34649.7,36188.1,36614.4,38792.2,39642.2,38870.6,39174.3,41678.2,43616.2,47215.8,49664.4,52820.7,54938.9,58215.8,61065.5,64101.0,67854.8,71525.2,73947.5,78158.2,83629.6,86664.4,90124.4,93011.8,97087.2,104011.0,109756.5,117743.4,115635.8,121522.2,123381.9,127945.4,132774.5,140224.4,137688.8,134123.7,137824.9,144178.7,147970.9,146233.7,154924.4,161700.4
 "22000","Louisiana",5,SAINC4,36,"..."," Less: Contributions for government social insurance 5/","Millions of dollars",0.8,0.8,0.8,0.8,0.7,0.7,0.8,0.8,14.5,15.7,17.8,18.0,23.6,34.4,54.9,64.6,74.3,79.8,62.5,59.0,62.5,65.2,78.5,86.3,85.3,96.0,109.1,121.7,144.5,139.8,158.9,185.4,187.5,208.0,245.8,261.7,285.6,388.9,432.4,489.4,568.7,591.6,657.6,756.7,960.1,1117.6,1242.7,1453.8,1626.7,1932.5,2277.0,2593.6,3177.0,3376.5,3378.2,3663.4,3775.2,3646.4,3608.7,4014.0,4273.4,4759.6,5134.6,5381.1,5634.0,6083.5,6383.9,6695.5,7087.8,7529.9,7650.6,7906.1,8344.8,8663.3,8914.3,9202.3,9430.0,10062.3,10732.4,11398.6,11361.6,11720.3,10831.3,11163.0,13007.4,13558.0,13807.0,13759.7,14117.9,14848.8,15113.9,15123.6,15860.3,17141.6
 "22000","Louisiana",5,SAINC4,37,"...","  Employee and self-employed contributions for government social insurance ","Millions of dollars",0.7,0.7,0.7,0.7,0.6,0.7,0.7,0.8,5.0,4.9,5.1,5.5,6.0,10.7,24.8,28.7,24.6,18.2,19.0,19.1,18.5,25.0,30.0,33.0,34.8,41.9,48.4,53.3,63.1,64.1,74.3,85.8,87.0,92.4,110.0,118.7,130.4,183.0,213.5,240.4,285.1,297.9,329.1,372.1,472.1,553.2,613.7,701.2,773.6,908.9,1079.9,1248.7,1545.8,1643.7,1627.9,1727.6,1844.5,1809.0,1810.1,2026.9,2204.1,2447.0,2654.8,2777.4,2932.5,3180.2,3349.3,3483.5,3697.3,3922.6,4001.7,4126.0,4377.3,4560.5,4696.1,4865.3,5050.7,5449.8,5810.7,6188.5,6189.5,6406.0,5247.2,5405.6,7064.3,7405.8,7512.8,7595.4,7822.8,8320.9,8465.1,8488.9,8928.6,9698.7
 "22000","Louisiana",5,SAINC4,38,"...","  Employer contributions for government social insurance ","Millions of dollars",0.1,0.1,0.1,0.1,0.1,0.1,0.1,(L),9.5,10.8,12.7,12.5,17.6,23.7,30.1,35.9,49.7,61.6,43.5,39.9,44.0,40.2,48.5,53.3,50.5,54.1,60.7,68.4,81.4,75.6,84.6,99.6,100.5,115.5,135.8,143.0,155.2,205.9,218.9,249.1,283.5,293.7,328.5,384.6,487.9,564.4,629.0,752.6,853.1,1023.6,1197.1,1344.9,1631.1,1732.8,1750.3,1935.8,1930.7,1837.4,1798.5,1987.1,2069.3,2312.6,2479.8,2603.7,2701.4,2903.2,3034.6,3212.0,3390.5,3607.3,3648.8,3780.0,3967.6,4102.8,4218.2,4337.0,4379.3,4612.5,4921.7,5210.1,5172.1,5314.3,5584.1,5757.4,5943.1,6152.2,6294.2,6164.3,6295.2,6527.9,6648.7,6634.7,6931.7,7443.0
 "22000","Louisiana",5,SAINC4,42,"..."," Plus: Adjustment for residence 6/","Millions of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0.2,-0.3,-0.7,-1.3,-2.1,-3.1,-3.8,-4.6,-6.2,-8.3,-2.6,-1.8,-1.4,-0.8,-0.1,-0.2,-0.5,-0.4,2.9,4.8,4.0,7.9,6.2,-7.3,-20.3,-36.8,-54.2,-82.7,-111.8,-137.9,-184.0,-233.8,-336.5,-351.5,-331.2,-311.8,-301.8,-273.2,-218.8,-185.2,-166.2,-132.7,-110.8,-126.5,-124.5,-128.7,-148.2,-176.4,-203.9,-218.5,-236.3,-216.7,-230.0,-272.0,-299.2,-349.1,-382.9,-361.6,-425.3,-453.3,-498.3,-485.7,-515.7,-416.0,-349.9,-410.0,-561.6,-579.7,-736.0,-954.2,-891.2,-711.9,-613.7,-812.7,-739.9
