GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "48000","Texas",6,SAINC70,1,"...","Current receipts, accrual basis ","Thousands of dollars",20398219,21645100,26524313,32148104,31807136,30841517,31947875,32724958,31746956,36324248,36871568,37987983,40117696,42991945,43764690,44953024,47406271,49662530,49153460,50993782,51434009,52493501,46918749
 "48000","Texas",6,SAINC70,2,"..."," Output ","Thousands of dollars",142659,194240,222047,226771,251232,259822,338624,377649,314903,294215,382782,427773,421002,429804,463306,515161,541557,573556,603182,614334,625650,769574,827593
 "48000","Texas",6,SAINC70,3,"..."," Contributions ","Thousands of dollars",13865510,14865139,17664733,20836054,20859788,20158649,20661616,21169849,21059024,23775977,24730691,25444342,26627855,29218774,29943810,31004137,32744019,33992854,33720588,34326088,34334323,35339872,31650736
 "48000","Texas",6,SAINC70,4,"...","  Claims to benefits accrued through service to employers ","Thousands of dollars",7475460,8279418,9027200,9750775,10163672,9735603,9713981,9992389,10685995,11521921,12972596,13328474,13559016,15875407,16586236,17570411,18623324,18896734,18890898,18272728,17860287,18955817,17210316
 "48000","Texas",6,SAINC70,5,"...","   Actual employer contributions 1/","Thousands of dollars",2226268,2355980,2517759,3042951,2944081,3278036,3291928,3435674,3777884,4176805,4452176,4662119,4555451,4670436,5199202,5801816,6373695,7153459,7143341,6998409,7476817,8650245,9102622
 "48000","Texas",6,SAINC70,6,"...","   Imputed employer contributions ","Thousands of dollars",3215159,3768040,4183655,4215744,4705567,3965717,3850888,3818461,3948962,4202031,5282846,5351306,5637572,7767972,7764841,7887192,7836729,6819151,6649085,6075677,4977036,4555235,1806632
 "48000","Texas",6,SAINC70,7,"...","   Actual household contributions ","Thousands of dollars",2176692,2349638,2547833,2718851,2765256,2751672,2909789,3115903,3274052,3437300,3620356,3742822,3786995,3866803,4085499,4396564,4954457,5497680,5701654,5812976,6032084,6519911,7128655
 "48000","Texas",6,SAINC70,8,"...","   Less: Pension service charges ","Thousands of dollars",142659,194240,222047,226771,251232,259822,338624,377649,314903,294215,382782,427773,421002,429804,463306,515161,541557,573556,603182,614334,625650,769574,827593
 "48000","Texas",6,SAINC70,9,"...","  Household pension contribution supplements 2/","Thousands of dollars",6390050,6585721,8637533,11085279,10696116,10423046,10947635,11177460,10373029,12254056,11758095,12115868,13068839,13343367,13357574,13433726,14120695,15096120,14829690,16053360,16474036,16384055,14440420
 "48000","Texas",6,SAINC70,10,"..."," Income receipts on assets (including plans' claims on employers) ","Thousands of dollars",6390050,6585721,8637533,11085279,10696116,10423046,10947635,11177460,10373029,12254056,11758095,12115868,13068839,13343367,13357574,13433726,14120695,15096120,14829690,16053360,16474036,16384055,14440420
 "48000","Texas",6,SAINC70,11,"...","  Interest ","Thousands of dollars",5161110,5365476,7459438,9953389,9504722,8982771,9185451,9176841,8591633,10843013,10364891,10515031,11302710,11423872,11254000,11471381,12131167,12643374,12455421,13822351,13833505,13613611,11822399
 "48000","Texas",6,SAINC70,12,"...","   Monetary interest ","Thousands of dollars",4953506,3912630,4057813,4715289,4732928,4153996,4428194,4739897,3678871,2773850,2910481,2733308,2396592,3020252,3070401,2355359,2357492,3010985,3275540,3060386,3687136,3984791,3970907
 "48000","Texas",6,SAINC70,13,"...","   Imputed interest on plans' claims on employers 3/","Thousands of dollars",207604,1452846,3401625,5238100,4771794,4828775,4757257,4436944,4912762,8069163,7454410,7781723,8906118,8403620,8183599,9116022,9773675,9632389,9179881,10761965,10146369,9628820,7851492
 "48000","Texas",6,SAINC70,14,"...","  Dividends ","Thousands of dollars",1228940,1220245,1178095,1131890,1191394,1440275,1762184,2000619,1781396,1411043,1393204,1600837,1766129,1919495,2103574,1962345,1989528,2452746,2374269,2231009,2640531,2770444,2618021
 "48000","Texas",6,SAINC70,15,"...","Current expenditures, accrual basis ","Thousands of dollars",20398219,21645100,26524313,32148104,31807136,30841517,31947875,32724958,31746956,36324248,36871568,37987983,40117696,42991945,43764690,44953024,47406271,49662530,49153460,50993782,51434009,52493501,46918749
 "48000","Texas",6,SAINC70,16,"..."," Administrative expenses ","Thousands of dollars",142659,194240,222047,226771,251232,259822,338624,377649,314903,294215,382782,427773,421002,429804,463306,515161,541557,573556,603182,614334,625650,769574,827593
 "48000","Texas",6,SAINC70,17,"..."," Imputed income payments on assets to persons ","Thousands of dollars",6390050,6585721,8637533,11085279,10696116,10423046,10947635,11177460,10373029,12254056,11758095,12115868,13068839,13343367,13357574,13433726,14120695,15096120,14829690,16053360,16474036,16384055,14440420
