GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "17000","Illinois",3,SAINC30,10,"...","Personal income (millions of dollars) ","Millions of dollars",24822.7,26350.3,27209.6,28282.1,29885.2,31095.6,33241.2,36068.1,39098.5,41606.1,44581.8,48484.5,51524.3,55317.4,60029.9,66967.7,73216.4,79866.3,86832.3,95459.7,105341.7,115574.1,125258.2,138770.5,146908.4,153072.8,168502.7,177117.0,186323.0,196407.5,212484.8,226699.9,240791.7,246145.7,265620.0,275147.9,289797.8,307441.8,326997.9,345582.2,366594.1,382605.3,411220.9,427182.4,432381.6,440480.1,457834.3,475646.2,506021.6,535102.6,551159.7,525793.9,540880.9,568230.3,593814.2,605681.6,629465.0,657080.2,664686.8,685632.7,722686.6,741717.2,787487.8,853520.9,851243.1
 "17000","Illinois",3,SAINC30,45,"...","Net earnings by place of residence ","Millions of dollars",20365.4,21576.9,22071.2,22649.8,23792.4,24590.3,26258.5,28455.9,30974.8,32731.1,34939.4,38330.3,40110.9,42659.1,46152.2,50987.4,55016.3,58757.6,63968.8,70819.4,78452.8,85715.6,89097.1,95696.0,97429.2,100540.3,111753.8,118360.7,125532.5,135156.6,146950.4,155985.3,165626.6,168159.0,182289.1,188979.6,199106.6,208654.1,221772.6,235388.9,250199.4,266509.5,285701.2,298247.5,303480.9,309004.6,321481.0,329702.3,348465.2,363173.3,366653.6,345269.3,354767.9,375987.0,392181.2,403560.4,415116.7,429697.4,434824.2,445629.2,467280.1,481342.5,480979.5,518637.9,536787.1
 "17000","Illinois",3,SAINC30,50,"...","Personal current transfer receipts ","Millions of dollars",1350.4,1407.4,1472.0,1699.2,1763.3,1815.5,1847.2,1980.8,2144.7,2555.1,2993.4,3236.2,3837.3,4590.3,5167.2,6146.9,7008.5,8984.0,9927.2,10384.3,11047.9,12032.4,14609.8,16781.5,18426.1,19724.9,20091.3,20964.9,21727.2,22175.2,22953.2,24385.0,26622.4,28684.0,32823.8,34423.9,35676.3,38054.2,40024.1,40767.7,41558.6,42210.1,44889.5,48436.4,52099.2,54297.9,56258.7,61767.0,62812.2,69351.0,76285.5,85706.7,93254.1,89269.9,89370.4,93200.6,94750.2,101086.0,101771.3,105013.5,108103.5,112408.0,156401.6,171728.3,142290.4
 "17000","Illinois",3,SAINC30,60,"..."," Income maintenance benefits 1/","Millions of dollars",146.0,170.6,173.8,202.8,229.3,212.0,208.6,211.8,217.1,237.7,276.6,337.5,468.2,686.7,791.1,974.6,1104.7,1333.1,1432.9,1435.2,1370.9,1448.7,1724.8,1982.0,2054.2,2206.9,2301.6,2419.0,2507.8,2495.5,2566.9,2698.8,3039.1,3435.1,3764.4,3996.6,4229.5,4458.4,4766.6,4695.2,4762.7,4524.2,4493.5,4615.3,4984.4,5380.7,6181.1,7233.3,7716.2,7524.5,8061.0,9410.2,10116.5,10617.9,10906.3,11161.2,11292.9,12925.7,12283.4,12128.0,11947.9,12444.6,14456.0,21067.0,20365.6
 "17000","Illinois",3,SAINC30,70,"..."," Unemployment insurance compensation ","Millions of dollars",260.3,162.8,154.8,239.5,175.2,161.4,128.2,99.9,78.5,98.8,105.3,101.8,197.3,269.1,278.7,186.5,273.7,908.5,1113.4,1017.4,765.2,719.7,1440.5,1562.5,2023.2,2235.8,1062.0,1009.4,946.9,848.8,737.2,773.4,957.1,1382.5,1978.0,1838.4,1203.0,1181.5,1319.1,1194.6,1099.2,1175.4,1229.9,1913.4,3037.4,3022.0,2164.8,1822.9,1668.4,1866.1,2751.2,6991.2,7201.1,5455.1,4192.9,3542.5,2022.9,1810.9,1818.6,1852.5,1667.2,1693.9,20016.9,15589.2,1348.4
 "17000","Illinois",3,SAINC30,80,"..."," Retirement and other ","Millions of dollars",944.1,1074.0,1143.5,1256.9,1358.9,1442.0,1510.3,1669.1,1849.1,2218.6,2611.5,2796.9,3171.7,3634.5,4097.4,4985.8,5630.0,6742.4,7380.9,7931.8,8911.9,9863.9,11444.5,13237.1,14348.7,15282.1,16727.7,17536.4,18272.4,18830.9,19649.2,20912.9,22626.2,23866.4,27081.4,28588.9,30243.8,32414.3,33938.4,34877.9,35696.6,36510.5,39166.1,41907.7,44077.4,45895.2,47912.8,52710.8,53427.7,59960.5,65473.3,69305.3,75936.5,73196.8,74271.2,78496.9,81434.4,86349.3,87669.3,91033.1,94488.5,98269.5,121928.7,135072.1,120576.4
 "17000","Illinois",3,SAINC30,90,"...","Dividends, interest, and rent ","Millions of dollars",3106.9,3366.0,3666.3,3933.1,4329.5,4689.9,5135.6,5631.4,5979.0,6319.9,6649.0,6918.1,7576.1,8067.9,8710.5,9833.4,11191.5,12124.7,12936.2,14255.9,15841.0,17826.2,21551.3,26293.0,31053.1,32807.6,36657.6,37791.4,39063.3,39075.7,42581.3,46329.5,48542.6,49302.7,50507.0,51744.3,55014.9,60733.5,65201.2,69425.5,74836.1,73885.7,80630.1,80498.5,76801.5,77177.6,80094.5,84176.9,94744.2,102578.3,108220.7,94818.0,92858.9,102973.5,112262.6,108920.6,119598.0,126296.9,128091.3,134990.0,147303.0,147966.7,150106.7,163154.7,172165.6
 "17000","Illinois",3,SAINC30,91,"..."," Personal dividend income ","Millions of dollars",735.3,797.1,867.4,921.4,1000.3,1064.9,1202.7,1344.5,1382.5,1407.4,1522.4,1502.7,1489.3,1517.0,1607.1,1803.8,2015.5,1958.0,2293.2,2607.5,2926.2,3289.6,3601.5,3864.7,4074.8,4583.9,4734.0,5063.4,5561.0,5519.0,7037.3,8876.6,9562.0,10087.2,10427.1,11165.0,12851.4,14257.0,16858.0,18619.5,19837.4,19148.5,21019.1,19715.6,20871.3,21388.2,27247.9,26247.4,32444.6,36759.5,38242.1,26735.5,25324.3,32500.0,38792.9,36938.7,43287.5,45657.7,45696.8,49318.3,55140.5,56031.4,57175.4,69281.5,71371.0
 "17000","Illinois",3,SAINC30,92,"..."," Personal interest income ","Millions of dollars",1323.0,1478.0,1672.4,1814.0,2075.7,2317.3,2647.7,2940.1,3260.7,3562.2,3815.6,4169.5,4810.2,5247.9,5705.3,6547.5,7732.2,8773.1,9397.8,10652.5,11903.3,13558.8,16867.3,21150.2,25722.3,27003.2,30645.8,31459.4,32697.3,32837.8,34564.0,36540.0,37788.7,37608.7,37480.4,36620.5,37229.4,40791.7,42143.2,43804.5,47328.2,46573.9,51273.3,51909.2,47071.5,46508.9,43054.6,49093.1,55370.4,59373.7,59713.9,54889.9,50836.4,50882.3,52941.7,50180.7,54136.5,58041.8,58760.5,61773.9,67917.2,68049.5,67369.1,67254.6,72881.0
 "17000","Illinois",3,SAINC30,93,"...","  Imputed interest receipts 2/","Millions of dollars",578.5,652.1,723.1,796.6,879.4,944.9,1054.2,1147.5,1268.8,1400.9,1542.5,1792.1,2136.4,2368.2,2611.4,2912.0,3383.8,4210.0,4450.2,4910.9,5482.4,5662.5,6664.5,7664.9,9277.8,11191.0,12006.0,13244.1,14362.9,15372.5,16054.4,16828.7,17574.4,18153.4,18843.6,19633.8,19854.4,21610.7,22134.8,23867.5,23915.5,24510.8,25879.9,25855.4,26200.2,27286.3,27544.0,28743.2,30378.2,31301.1,32923.0,32656.6,31785.7,31973.3,32342.4,31200.7,32881.4,34875.6,34730.2,35217.6,36800.5,37062.3,34900.9,33778.8,35483.3
