GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "35000","New Mexico",6,SAINC30,10,"...","Personal income (millions of dollars) ","Millions of dollars",1729.5,1858.6,1911.5,2000.3,2079.0,2150.3,2273.3,2412.1,2534.7,2620.0,2836.9,3143.7,3499.8,3872.4,4353.3,4881.8,5487.3,6267.9,6987.4,7819.8,8947.8,10087.3,11324.7,12789.8,14010.6,15086.7,16451.1,17812.0,18512.0,19235.8,20380.1,21827.3,23292.2,24953.5,26778.3,28793.3,30728.2,33016.9,34664.7,36399.5,38233.1,38915.1,41922.3,44958.8,46821.7,49019.7,52099.7,55540.8,59713.7,63243.6,67462.4,67011.8,69499.8,73017.7,74610.8,73079.8,77266.0,79130.8,80782.3,82354.1,86179.5,91139.6,98783.2,108248.3,110303.0
 "35000","New Mexico",6,SAINC30,45,"...","Net earnings by place of residence ","Millions of dollars",1423.5,1522.0,1545.0,1598.0,1662.2,1708.4,1796.6,1900.9,1990.2,2031.7,2183.0,2390.5,2597.9,2844.0,3197.4,3552.1,3921.2,4422.8,4944.3,5583.3,6402.7,7184.2,7855.5,8686.1,9225.4,9807.6,10697.1,11496.0,11836.9,12397.5,13118.6,13955.8,14933.6,15989.8,17270.6,18657.9,19782.3,21004.2,21719.7,22945.1,24099.4,24873.5,27082.9,28878.4,30218.4,31744.7,33857.2,35808.0,38109.3,39719.0,41192.9,40267.2,41762.6,43919.3,44354.7,43287.3,44779.8,45166.6,45828.7,46938.6,48986.0,51942.5,52030.2,55799.2,59994.6
 "35000","New Mexico",6,SAINC30,50,"...","Personal current transfer receipts ","Millions of dollars",84.0,92.5,102.3,118.4,120.4,128.8,135.1,145.4,156.1,195.4,228.3,260.7,325.4,377.9,422.1,499.8,600.7,738.1,828.1,872.3,956.0,1103.0,1315.0,1501.8,1651.2,1804.0,1927.2,2064.2,2222.5,2350.2,2520.4,2796.0,3048.1,3417.2,3798.9,4118.2,4429.9,4878.2,5322.5,5437.4,5719.1,6050.7,6423.0,7168.8,7872.8,8430.3,8991.9,9704.0,10585.4,11520.6,13244.8,14666.9,15878.8,16063.0,16017.7,16180.4,17745.4,19177.2,19669.2,19699.3,20850.2,21793.4,28933.1,32983.9,30237.7
 "35000","New Mexico",6,SAINC30,60,"..."," Income maintenance benefits 1/","Millions of dollars",15.7,19.0,21.2,21.4,21.1,22.7,23.5,23.2,24.2,27.4,31.3,36.6,57.6,63.9,67.4,75.6,101.3,111.0,121.5,117.9,118.4,150.1,198.1,214.2,213.7,227.3,240.4,247.4,265.1,283.1,306.2,341.6,395.7,480.5,577.9,610.6,658.2,735.9,809.3,761.9,765.6,809.4,788.9,800.7,867.0,952.5,1038.0,1131.5,1156.9,1323.8,1412.8,1717.3,1984.8,2029.7,2058.6,2089.5,2075.6,2113.0,2196.5,2175.0,2172.4,2233.0,2832.7,4052.3,4590.6
 "35000","New Mexico",6,SAINC30,70,"..."," Unemployment insurance compensation ","Millions of dollars",10.0,8.4,12.3,17.6,12.3,11.0,11.3,9.5,7.9,8.9,9.6,9.2,16.3,22.6,22.6,21.1,28.6,54.3,52.4,37.1,31.6,33.0,48.3,50.1,85.3,110.9,71.9,72.2,95.4,77.1,66.1,60.5,60.1,79.8,112.3,103.8,79.6,77.1,82.8,79.4,90.1,96.5,85.3,106.6,174.9,180.2,146.1,126.2,112.6,137.0,206.3,549.3,765.1,636.1,445.9,325.2,208.0,185.1,195.7,163.9,135.1,132.6,2478.0,1989.1,126.8
 "35000","New Mexico",6,SAINC30,80,"..."," Retirement and other ","Millions of dollars",58.3,65.1,68.9,79.4,86.9,95.1,100.3,112.7,124.0,159.1,187.4,215.0,251.5,291.4,332.2,403.1,470.9,572.9,654.2,717.2,806.0,919.9,1068.5,1237.5,1352.2,1465.8,1614.9,1744.6,1861.9,1990.1,2148.2,2393.9,2592.3,2856.9,3108.7,3403.8,3692.1,4065.2,4430.4,4596.1,4863.4,5144.7,5548.8,6261.5,6830.8,7297.6,7807.9,8446.3,9315.8,10059.8,11625.7,12400.4,13128.9,13397.2,13513.1,13765.7,15461.7,16879.1,17277.0,17360.3,18542.7,19427.9,23622.5,26942.6,25520.3
 "35000","New Mexico",6,SAINC30,90,"...","Dividends, interest, and rent ","Millions of dollars",221.9,244.1,264.1,283.9,296.5,313.1,341.6,365.7,388.4,392.8,425.6,492.5,576.4,650.5,733.8,829.9,965.4,1107.0,1215.0,1364.2,1589.1,1800.2,2154.2,2601.9,3133.9,3475.1,3826.8,4251.8,4452.7,4488.1,4741.0,5075.5,5310.5,5546.6,5708.8,6017.2,6516.0,7134.4,7622.5,8017.0,8414.6,7990.9,8416.4,8911.6,8730.5,8844.8,9250.5,10028.8,11019.1,12004.0,13024.7,12077.7,11858.4,13035.5,14238.4,13612.2,14740.8,14787.0,15284.4,15716.3,16343.2,17403.6,17819.9,19465.2,20070.7
 "35000","New Mexico",6,SAINC30,91,"..."," Personal dividend income ","Millions of dollars",18.0,20.6,22.2,23.1,23.6,27.8,34.1,37.8,40.2,42.2,60.3,63.0,66.4,71.7,80.2,90.9,103.5,115.1,141.6,169.0,200.4,234.7,268.3,299.6,347.8,355.5,365.5,403.9,450.2,449.2,550.4,666.6,717.9,774.4,818.8,941.2,1103.8,1211.0,1480.0,1644.2,1681.6,1522.7,1723.5,1789.2,1885.7,1786.0,2290.8,2440.3,3231.3,3775.2,3939.3,2698.3,2402.9,2985.4,3743.6,3434.8,3990.0,4158.6,4348.0,4566.0,4790.5,5606.4,5950.9,7179.7,7267.5
 "35000","New Mexico",6,SAINC30,92,"..."," Personal interest income ","Millions of dollars",126.9,144.8,158.2,174.0,182.4,194.9,218.6,239.1,257.0,258.6,275.8,322.8,405.5,465.9,530.5,619.4,734.6,868.7,956.9,1101.3,1279.9,1459.3,1759.6,2134.5,2609.0,2937.1,3272.1,3629.4,3841.0,3888.6,4015.8,4233.3,4381.5,4485.0,4470.1,4536.7,4727.5,5206.0,5327.9,5548.0,5825.8,5490.1,5702.3,5970.3,5590.8,5612.2,5321.3,6094.5,6387.7,6826.8,7004.8,6926.3,6592.8,6584.3,6880.0,6456.9,6714.9,6870.9,7061.1,7128.8,7307.3,7558.9,7153.2,7141.2,7540.1
 "35000","New Mexico",6,SAINC30,93,"...","  Imputed interest receipts 2/","Millions of dollars",82.1,92.6,100.1,108.1,116.6,123.4,135.6,146.2,151.0,157.4,169.3,202.0,261.3,303.1,349.1,397.5,461.6,571.3,621.9,699.7,810.2,862.4,979.7,1095.2,1345.2,1676.4,1762.9,2029.8,2167.5,2285.3,2363.4,2474.9,2552.5,2700.4,2852.8,3018.8,3147.4,3457.7,3500.1,3729.6,3729.6,3500.3,3572.5,3653.1,3824.5,4075.7,4069.7,4207.1,4373.4,4504.1,4738.7,4988.1,4917.1,4939.5,5004.3,4862.0,5009.4,5105.2,5064.1,5103.2,5193.5,5258.9,4966.2,4902.3,5057.0
