GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "27000","Minnesota",4,SAINC70,1,"...","Current receipts, accrual basis ","Thousands of dollars",4978974,5302101,5856439,7129270,7280399,7473951,7982874,8425270,8291205,9934725,9873934,9205513,9691401,9913248,10209706,10590076,11384366,12684913,11807056,11872893,12309454,11877248,10322146
 "27000","Minnesota",4,SAINC70,2,"..."," Output ","Thousands of dollars",72109,87772,102815,112507,114283,116596,136785,142695,102279,77828,84722,87690,88457,92660,97141,101867,100456,104544,110039,110291,129393,155976,167141
 "27000","Minnesota",4,SAINC70,3,"..."," Contributions ","Thousands of dollars",3420116,3625388,3921228,4576475,4718600,4805862,5122092,5397529,5369677,6226584,6240155,5828621,6075990,6402255,6649562,6945206,7394438,8085788,7607893,7616666,7860257,7589688,6632856
 "27000","Minnesota",4,SAINC70,4,"...","  Claims to benefits accrued through service to employers ","Thousands of dollars",1933367,2036447,2088832,2136187,2271084,2254369,2398095,2512483,2550428,2596271,2691098,2539419,2549036,2983922,3186559,3402203,3504966,3591207,3518769,3470730,3540453,3458104,3110707
 "27000","Minnesota",4,SAINC70,5,"...","   Actual employer contributions 1/","Thousands of dollars",585066,609146,651812,770924,659501,665015,719291,798102,854307,892323,919254,968185,1011492,1114628,1205857,1307672,1345550,1462455,1483127,1475746,1569492,1686389,1794267
 "27000","Minnesota",4,SAINC70,6,"...","   Imputed employer contributions ","Thousands of dollars",919292,992589,983353,908311,1166037,1127602,1189625,1191339,1082727,1032651,1082759,869864,798151,1078697,1111293,1141817,1144055,1084984,977981,901890,873234,666748,172904
 "27000","Minnesota",4,SAINC70,7,"...","   Actual household contributions ","Thousands of dollars",501118,522484,556482,569459,559829,578348,625964,665737,715673,749125,773807,789060,827850,883257,966550,1054581,1115817,1148312,1167700,1203385,1227120,1260943,1310677
 "27000","Minnesota",4,SAINC70,8,"...","   Less: Pension service charges ","Thousands of dollars",72109,87772,102815,112507,114283,116596,136785,142695,102279,77828,84722,87690,88457,92660,97141,101867,100456,104544,110039,110291,129393,155976,167141
 "27000","Minnesota",4,SAINC70,9,"...","  Household pension contribution supplements 2/","Thousands of dollars",1486749,1588941,1832396,2440288,2447516,2551493,2723997,2885046,2819249,3630313,3549057,3289202,3526954,3418333,3463003,3543003,3889472,4494581,4089124,4145936,4319804,4131584,3522149
 "27000","Minnesota",4,SAINC70,10,"..."," Income receipts on assets (including plans' claims on employers) ","Thousands of dollars",1486749,1588941,1832396,2440288,2447516,2551493,2723997,2885046,2819249,3630313,3549057,3289202,3526954,3418333,3463003,3543003,3889472,4494581,4089124,4145936,4319804,4131584,3522149
 "27000","Minnesota",4,SAINC70,11,"...","  Interest ","Thousands of dollars",985245,1149889,1539738,2217478,2160279,2200881,2342926,2468640,2449035,3300259,3188352,2923477,3139053,2962528,2931176,3060225,3388930,3819688,3461770,3453818,3452636,3396621,2961110
 "27000","Minnesota",4,SAINC70,12,"...","   Monetary interest ","Thousands of dollars",557361,443577,473708,571110,589302,549663,565949,660607,590953,540250,642409,649306,658063,648114,685534,684957,631928,820295,878374,791848,994778,1124420,1128985
 "27000","Minnesota",4,SAINC70,13,"...","   Imputed interest on plans' claims on employers 3/","Thousands of dollars",427884,706312,1066030,1646368,1570977,1651218,1776977,1808033,1858082,2760009,2545943,2274171,2480990,2314414,2245642,2375268,2757002,2999393,2583396,2661970,2457858,2272201,1832125
 "27000","Minnesota",4,SAINC70,14,"...","  Dividends ","Thousands of dollars",501504,439052,292658,222810,287237,350612,381071,416406,370214,330054,360705,365725,387901,455805,531827,482778,500542,674893,627354,692118,867168,734963,561039
 "27000","Minnesota",4,SAINC70,15,"...","Current expenditures, accrual basis ","Thousands of dollars",4978974,5302101,5856439,7129270,7280399,7473951,7982874,8425270,8291205,9934725,9873934,9205513,9691401,9913248,10209706,10590076,11384366,12684913,11807056,11872893,12309454,11877248,10322146
 "27000","Minnesota",4,SAINC70,16,"..."," Administrative expenses ","Thousands of dollars",72109,87772,102815,112507,114283,116596,136785,142695,102279,77828,84722,87690,88457,92660,97141,101867,100456,104544,110039,110291,129393,155976,167141
 "27000","Minnesota",4,SAINC70,17,"..."," Imputed income payments on assets to persons ","Thousands of dollars",1486749,1588941,1832396,2440288,2447516,2551493,2723997,2885046,2819249,3630313,3549057,3289202,3526954,3418333,3463003,3543003,3889472,4494581,4089124,4145936,4319804,4131584,3522149
 "27000","Minnesota",4,SAINC70,18,"...","  Interest ","Thousands of dollars",985245,1149889,1539738,2217478,2160279,2200881,2342926,2468640,2449035,3300259,3188352,2923477,3139053,2962528,2931176,3060225,3388930,3819688,3461770,3453818,3452636,3396621,2961110
 "27000","Minnesota",4,SAINC70,19,"...","  Dividends ","Thousands of dollars",501504,439052,292658,222810,287237,350612,381071,416406,370214,330054,360705,365725,387901,455805,531827,482778,500542,674893,627354,692118,867168,734963,561039
 "27000","Minnesota",4,SAINC70,20,"..."," Benefit payments and withdrawals ","Thousands of dollars",2255609,2441761,2594749,2698136,2780360,2840326,2992881,3209232,3397005,3547123,3695766,3784239,3894648,4166819,4388823,4633709,4828609,5048266,5243671,5421698,5626683,5513558,5244838
 "27000","Minnesota",4,SAINC70,21,"..."," Net change in benefit entitlements 4/","Thousands of dollars",1164507,1183627,1326479,1878339,1938240,1965536,2129211,2188297,1972672,2679461,2544389,2044382,2181342,2235436,2260739,2311497,2565829,3037522,2364222,2194968,2233574,2076130,1388018
 "27000","Minnesota",4,SAINC70,22,"...","Cash flow ","Thousands of dollars",-182669,-515274,-722904,-676340,-798774,-813284,-837391,-811075,-968137,-1113199,-1084313,-1099653,-1097799,-1157675,-1096196,-1205588,-1335228,-1046855,-1197155,-1368892,-1097518,-862819,-617011
