GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "56000","Wyoming",7,SAINC70,1,"...","Current receipts, accrual basis ","Thousands of dollars",574460,635955,709793,895001,904941,847896,816165,825355,912630,1194489,1247670,1240126,1374685,1409305,1400849,1548822,1614621,1655607,1528085,1450389,1363280,1397401,1243034
 "56000","Wyoming",7,SAINC70,2,"..."," Output ","Thousands of dollars",9232,12636,12395,12764,13756,14671,18494,20108,16790,13516,15294,24448,29630,33075,39981,41903,38641,53414,66093,59980,60692,68342,83600
 "56000","Wyoming",7,SAINC70,3,"..."," Contributions ","Thousands of dollars",367495,400624,451027,554762,568134,534300,516664,535143,595950,758571,822221,831970,901841,952076,951719,1031530,1069695,1073421,966645,885799,841054,886301,779923
 "56000","Wyoming",7,SAINC70,4,"...","  Claims to benefits accrued through service to employers ","Thousands of dollars",169762,177929,204656,227287,245083,235375,235657,265039,296060,336169,412066,448262,458627,527922,542570,556141,563410,544649,471298,381189,379520,443543,400412
 "56000","Wyoming",7,SAINC70,5,"...","   Actual employer contributions 1/","Thousands of dollars",55010,59414,62737,75242,69778,75851,83054,92695,102193,108147,117303,138271,152813,160105,173238,186480,194468,223415,228124,217499,232097,253327,279612
 "56000","Wyoming",7,SAINC70,6,"...","   Imputed employer contributions ","Thousands of dollars",68536,73524,90448,92520,115210,99990,92365,104887,113959,137835,195968,207514,196141,258641,256321,241671,231371,202789,141681,53641,31775,76155,13544
 "56000","Wyoming",7,SAINC70,7,"...","   Actual household contributions ","Thousands of dollars",55448,57627,63866,72289,73851,74205,78732,87565,96698,103703,114089,126925,139303,142251,152992,169893,176212,171859,167586,170029,176340,182403,190856
 "56000","Wyoming",7,SAINC70,8,"...","   Less: Pension service charges ","Thousands of dollars",9232,12636,12395,12764,13756,14671,18494,20108,16790,13516,15294,24448,29630,33075,39981,41903,38641,53414,66093,59980,60692,68342,83600
 "56000","Wyoming",7,SAINC70,9,"...","  Household pension contribution supplements 2/","Thousands of dollars",197733,222695,246371,327475,323051,298925,281007,270104,299890,422402,410155,383708,443214,424154,409149,475389,506285,528772,495347,504610,461534,442758,379511
 "56000","Wyoming",7,SAINC70,10,"..."," Income receipts on assets (including plans' claims on employers) ","Thousands of dollars",197733,222695,246371,327475,323051,298925,281007,270104,299890,422402,410155,383708,443214,424154,409149,475389,506285,528772,495347,504610,461534,442758,379511
 "56000","Wyoming",7,SAINC70,11,"...","  Interest ","Thousands of dollars",147677,172157,205176,295987,282097,248837,224741,201016,239166,378601,363279,335856,394862,371785,351562,422382,457497,465962,435465,450722,403802,377468,313008
 "56000","Wyoming",7,SAINC70,12,"...","   Monetary interest ","Thousands of dollars",117015,107201,131099,168450,144345,114705,118561,128527,149655,151605,130687,102049,124519,120939,100349,147956,154819,137727,130296,116945,106335,122759,127680
