GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "93000","Great Lakes",3,SAPCE3,1,"...","Personal consumption expenditures ","Millions of current dollars",885083.5,934188.2,991073.8,1059557.4,1099631.5,1135896.3,1186515.5,1246997.6,1309620.8,1363500.1,1417554.3,1451989.2,1426905.9,1477546.4,1534440.1,1579100.9,1622257.3,1679584.4,1729092.7,1783882.2,1853791.7,1928011.2,1976273.2,1941797.8,2166661.1,2350484.5
 "93000","Great Lakes",3,SAPCE3,2,"..."," Goods ","Millions of current dollars",331450.4,344547.0,369849.2,392702.9,398792.0,407230.2,420962.2,440758.1,456093.8,471112.8,485760.3,484790.5,458825.8,477215.2,505319.7,518789.6,532228.5,548797.3,556991.8,568675.1,595207.0,618649.8,630252.0,653149.2,757687.6,822398.6
 "93000","Great Lakes",3,SAPCE3,3,"...","  Durable goods ","Millions of current dollars",119348.4,127634.8,139090.4,145612.0,147869.9,153075.9,154522.0,160110.3,162120.5,161555.4,163888.6,153580.3,143685.3,148002.9,154312.0,159853.7,166356.8,173993.7,183521.6,189621.8,198277.8,206268.6,209955.0,224721.0,271870.1,287450.2
 "93000","Great Lakes",3,SAPCE3,4,"...","   Motor vehicles and parts ","Millions of current dollars",51208.4,54353.1,59250.9,59296.7,61697.6,63199.1,60954.7,60127.0,57834.9,53358.7,53280.4,47581.4,45619.1,49038.6,52069.5,55148.3,58276.1,63202.1,68429.7,70163.9,74024.1,76733.5,76137.8,76052.9,95870.1,99849.7
 "93000","Great Lakes",3,SAPCE3,5,"...","    New motor vehicles ","Millions of current dollars",27794.9,29737.6,32975.0,33464.1,36039.4,37243.1,37040.4,35842.2,33838.2,30216.4,29709.7,24643.4,22848.9,24942.6,28582.0,31808.9,33258.7,35711.5,37079.0,36461.4,37575.5,38074.0,38003.4,38824.3,45276.4,48407.3
 "93000","Great Lakes",3,SAPCE3,6,"...","    Net purchases of used motor vehicles ","Millions of current dollars",16862.9,18100.9,19498.2,18984.5,19092.0,19407.9,17150.9,17218.4,16627.2,15575.5,15722.0,15049.4,15220.5,15938.5,14626.0,14211.5,15383.5,17391.0,20565.1,22447.7,24645.2,26466.7,25601.0,24643.1,35506.8,35102.1
 "93000","Great Lakes",3,SAPCE3,7,"...","    Motor vehicle parts and accessories ","Millions of current dollars",6550.6,6514.7,6777.7,6848.0,6566.2,6548.1,6763.4,7066.4,7369.5,7566.8,7848.7,7888.7,7549.6,8157.4,8861.5,9128.0,9633.9,10099.6,10785.5,11254.8,11803.4,12192.8,12533.4,12585.6,15086.9,16340.2
 "93000","Great Lakes",3,SAPCE3,8,"...","   Furnishings and durable household equipment ","Millions of current dollars",26711.0,28530.8,30803.2,33351.8,33624.1,34964.0,35909.0,37838.9,38802.3,39112.0,38656.0,35884.1,32551.1,32948.7,33894.1,34942.2,35931.8,37251.8,39736.4,41755.1,43524.1,45057.0,46108.4,50473.5,59524.9,62927.0
 "93000","Great Lakes",3,SAPCE3,9,"...","    Furniture and furnishings ","Millions of current dollars",15884.4,16878.9,18120.2,19605.4,19527.7,20189.7,20910.1,22245.2,23131.9,23470.7,23470.2,21418.4,19113.3,19326.7,19794.3,20502.1,20683.7,21311.0,22838.9,24007.9,24906.6,25823.5,26438.0,28253.9,34121.2,36089.6
 "93000","Great Lakes",3,SAPCE3,10,"...","    Household appliances ","Millions of current dollars",4298.6,4575.7,4968.3,5319.0,5443.2,5721.1,5809.5,6143.8,6379.2,6535.0,6510.6,6284.6,5891.1,6058.9,6379.7,6705.8,7134.5,7356.9,7671.1,7971.9,8217.4,8438.7,8562.7,9551.6,11120.1,11641.3
 "93000","Great Lakes",3,SAPCE3,11,"...","    Glassware, tableware, and household utensils ","Millions of current dollars",4062.9,4459.6,4961.3,5576.2,5754.6,6134.0,6207.2,6316.2,6203.7,6127.8,5876.2,5353.2,4818.6,4668.9,4525.6,4249.4,4242.4,4301.9,4443.0,4570.7,4650.7,4742.8,4928.1,5524.6,6240.4,6700.7
 "93000","Great Lakes",3,SAPCE3,12,"...","    Tools and equipment for house and garden ","Millions of current dollars",2465.0,2616.6,2753.4,2851.2,2898.6,2919.3,2982.2,3133.8,3087.5,2978.5,2799.0,2827.8,2728.1,2894.1,3194.4,3484.8,3871.3,4282.0,4783.4,5204.7,5749.4,6052.1,6179.7,7143.4,8043.2,8495.5
 "93000","Great Lakes",3,SAPCE3,13,"...","   Recreational goods and vehicles ","Millions of current dollars",27931.4,30271.3,33352.7,36177.0,36291.0,38057.5,39703.6,42940.4,45190.8,47145.8,48500.7,46922.5,42990.2,42579.4,43406.0,44283.6,46433.2,47571.9,48809.6,51450.7,54597.0,57819.5,60553.2,71647.2,83102.3,89641.0
