GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "19000","Iowa",4,SAPCE4,1,"...","Personal consumption expenditures ","Millions of current dollars",53751.5,56464.4,59748.9,63279.6,65420.8,66996.9,70550.3,74931.1,78928.6,83083.9,86433.4,89779.9,89779.6,92935.6,97421.3,100180.8,102664.9,106618.9,108540.1,112218.4,116352.5,119934.4,122945.0,120916.6,135091.2,145480.9
 "19000","Iowa",4,SAPCE4,2,"..."," Household consumption expenditures ","Millions of current dollars",52058.5,54497.3,57623.9,61007.6,62883.8,64405.9,67775.3,72266.1,76239.6,80229.9,83679.4,86623.5,86411.4,89409.4,93715.9,96254.2,98633.9,102462.7,104227.1,107663.0,111728.7,115308.6,118331.7,115888.2,130227.5,140010.3
 "19000","Iowa",4,SAPCE4,3,"...","  Food and beverages purchased for off-premises consumption ","Millions of current dollars",4675.8,4772.5,5009.4,5202.9,5372.5,5418.5,5609.9,5946.5,6241.2,6558.8,6928.8,7275.1,7388.6,7525.6,7900.9,8200.7,8328.1,8637.8,8882.8,9173.9,9345.7,9623.7,9911.0,10893.4,11690.0,12602.2
 "19000","Iowa",4,SAPCE4,4,"...","   Food and nonalcoholic beverages purchased for off-premises consumption ","Millions of current dollars",4059.6,4117.4,4304.2,4438.6,4583.9,4621.8,4804.1,5095.1,5356.3,5607.5,5928.6,6259.3,6334.2,6454.1,6786.8,7045.9,7162.2,7416.2,7592.7,7814.2,7959.1,8199.5,8470.8,9236.7,9932.8,10797.9
 "19000","Iowa",4,SAPCE4,5,"...","   Alcoholic beverages purchased for off-premises consumption ","Millions of current dollars",600.6,640.7,691.8,751.9,777.1,785.3,797.0,840.1,874.3,938.8,989.8,1003.5,1039.8,1056.9,1101.2,1141.9,1153.2,1208.1,1277.9,1346.4,1375.0,1414.8,1432.9,1647.1,1745.1,1792.5
 "19000","Iowa",4,SAPCE4,6,"...","   Food produced and consumed on farms ","Millions of current dollars",15.5,14.5,13.4,12.4,11.4,11.4,8.8,11.3,10.7,12.5,10.4,12.3,14.6,14.6,12.9,12.8,12.7,13.5,12.2,13.2,11.6,9.5,7.3,9.6,12.1,11.8
 "19000","Iowa",4,SAPCE4,7,"...","  Clothing, footwear, and related services ","Millions of current dollars",2270.6,2347.7,2461.9,2522.4,2477.7,2449.9,2516.1,2580.8,2644.5,2709.3,2657.1,2685.2,2692.7,2769.5,2796.0,2846.5,2892.5,2972.4,2996.8,3119.8,3163.1,3214.1,3133.4,2868.9,3559.0,3679.3
 "19000","Iowa",4,SAPCE4,8,"...","   Clothing ","Millions of current dollars",1922.6,1986.3,2082.4,2141.6,2101.5,2081.0,2130.1,2181.3,2217.7,2253.0,2199.7,2227.3,2249.3,2300.3,2298.3,2319.7,2343.8,2403.8,2411.1,2496.2,2533.0,2565.9,2493.5,2276.3,2814.0,2903.5
 "19000","Iowa",4,SAPCE4,9,"...","    Garments ","Millions of current dollars",1788.1,1847.8,1931.2,1987.2,1948.8,1927.1,1977.2,2027.4,2065.5,2102.5,2055.7,2084.3,2106.4,2156.2,2157.9,2179.8,2204.6,2261.3,2276.4,2361.3,2396.2,2433.3,2363.8,2155.6,2689.5,2778.9
 "19000","Iowa",4,SAPCE4,10,"...","     Women's and girls' clothing ","Millions of current dollars",981.2,1018.8,1075.2,1116.6,1101.6,1087.3,1120.7,1155.7,1183.3,1210.7,1190.0,1195.7,1208.9,1242.1,1246.9,1243.7,1245.4,1266.9,1264.9,1301.2,1306.5,1338.6,1302.8,1179.6,1486.6,1525.1
