GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "97000","Rocky Mountain",7,SAPCE4,1,"...","Personal consumption expenditures ","Millions of current dollars",174013.9,185853.0,200832.9,218824.5,229784.0,238333.4,250470.5,267659.5,286379.8,307017.9,327910.0,339580.6,333977.7,344544.9,361412.0,373597.4,390353.5,412341.0,430745.3,452221.8,478214.1,506293.6,531329.3,534931.3,617873.2,682761.1
 "97000","Rocky Mountain",7,SAPCE4,2,"..."," Household consumption expenditures ","Millions of current dollars",171533.6,182931.9,197350.9,214786.4,225157.1,233263.3,245148.6,262412.5,281246.7,301049.7,321874.1,332496.8,326845.0,337241.3,353586.4,364835.5,381490.0,403391.8,421658.1,442534.1,468338.0,495436.2,520011.6,521113.5,604892.9,667289.7
 "97000","Rocky Mountain",7,SAPCE4,3,"...","  Food and beverages purchased for off-premises consumption ","Millions of current dollars",15647.2,16235.1,17493.2,18234.8,19185.5,19350.4,20501.1,21910.5,23391.3,24822.3,26852.3,28130.4,28425.8,28530.0,29691.9,30968.6,32052.1,34246.9,35753.8,37842.5,39472.5,40953.4,42732.9,47381.5,50769.7,56020.2
 "97000","Rocky Mountain",7,SAPCE4,4,"...","   Food and nonalcoholic beverages purchased for off-premises consumption ","Millions of current dollars",13505.8,13960.3,14981.8,15516.5,16306.7,16435.1,17505.2,18752.0,20079.2,21295.3,23113.8,24294.8,24548.1,24534.2,25629.6,26694.0,27594.2,29356.1,30461.7,32083.5,33412.5,34636.2,36057.7,39565.1,42441.2,47039.4
 "97000","Rocky Mountain",7,SAPCE4,5,"...","   Alcoholic beverages purchased for off-premises consumption ","Millions of current dollars",2110.4,2245.5,2483.8,2692.4,2853.6,2890.6,2970.7,3131.7,3286.2,3498.4,3710.8,3801.5,3845.5,3959.3,4024.6,4223.8,4405.0,4837.7,5240.4,5715.0,6013.3,6276.0,6624.6,7765.8,8265.9,8924.6
 "97000","Rocky Mountain",7,SAPCE4,6,"...","   Food produced and consumed on farms ","Millions of current dollars",31.0,29.3,27.6,25.9,25.1,24.7,25.2,26.9,26.0,28.7,27.7,34.1,32.2,36.5,37.7,50.9,52.9,53.0,51.7,44.1,46.7,41.2,50.7,50.6,62.5,56.1
 "97000","Rocky Mountain",7,SAPCE4,7,"...","  Clothing, footwear, and related services ","Millions of current dollars",7776.3,8142.0,8642.2,8915.9,9023.2,9018.6,9296.5,9631.8,10113.5,10729.4,11044.5,10936.1,10568.9,10760.3,11226.2,11647.9,12100.4,12568.2,13103.4,13666.4,14047.8,14660.2,15136.3,14139.2,18080.9,19651.1
 "97000","Rocky Mountain",7,SAPCE4,8,"...","   Clothing ","Millions of current dollars",6525.3,6826.2,7247.2,7494.6,7581.6,7594.7,7804.4,8063.2,8397.0,8823.7,9037.4,8912.0,8598.7,8730.8,9073.3,9375.9,9675.3,10026.7,10412.6,10789.7,11091.2,11544.9,11880.2,10985.1,13990.8,15298.1
 "97000","Rocky Mountain",7,SAPCE4,9,"...","    Garments ","Millions of current dollars",5977.7,6245.6,6623.3,6830.8,6892.0,6900.2,7123.8,7388.5,7729.0,8143.3,8360.3,8250.6,7966.7,8103.3,8463.4,8769.9,9051.6,9379.6,9750.8,10113.0,10372.9,10793.0,11115.5,10288.3,13225.5,14487.4
 "97000","Rocky Mountain",7,SAPCE4,10,"...","     Women's and girls' clothing ","Millions of current dollars",3250.6,3412.9,3656.0,3821.4,3884.0,3914.3,4069.6,4254.2,4471.3,4736.3,4890.6,4769.6,4592.4,4678.3,4888.6,5078.8,5185.9,5347.9,5511.4,5680.8,5760.4,6026.5,6224.6,5724.3,7416.8,8091.8
 "97000","Rocky Mountain",7,SAPCE4,11,"...","     Men's and boys' clothing ","Millions of current dollars",2461.4,2546.8,2654.8,2675.4,2648.6,2611.8,2648.5,2694.6,2772.7,2869.4,2884.9,2869.4,2775.8,2825.2,2974.2,3108.8,3254.8,3391.2,3554.7,3711.8,3852.6,4002.6,4121.2,3839.2,4921.1,5420.2
 "97000","Rocky Mountain",7,SAPCE4,12,"...","     Children's and infants' clothing ","Millions of current dollars",265.7,285.9,312.4,334.0,359.4,374.2,405.7,439.6,484.9,537.6,584.8,611.5,598.5,599.7,600.6,582.3,610.8,640.6,684.8,720.4,759.9,764.0,769.7,724.8,887.5,975.5
 "97000","Rocky Mountain",7,SAPCE4,13,"...","    Other clothing materials ","Millions of current dollars",147.6,154.4,173.5,192.7,203.8,217.0,211.2,207.2,201.8,197.0,187.0,187.7,189.5,192.3,196.5,201.5,194.8,188.4,179.2,163.4,166.7,178.7,176.9,191.5,194.9,200.1
 "97000","Rocky Mountain",7,SAPCE4,14,"...","    Cleaning, repair, and rental of clothing ","Millions of current dollars",400.0,426.2,450.4,471.1,485.8,477.5,469.4,467.5,466.3,483.4,490.2,473.7,442.5,435.2,413.4,404.5,428.9,458.7,482.5,513.3,551.6,573.2,587.8,505.3,570.4,610.5
 "97000","Rocky Mountain",7,SAPCE4,15,"...","     Laundry and dry cleaning services ","Millions of current dollars",260.5,279.7,300.2,319.5,334.1,339.1,331.5,329.1,328.2,342.5,349.1,336.3,317.7,313.7,309.2,305.6,319.7,335.7,340.9,351.6,370.0,383.4,385.2,330.1,368.6,396.0
 "97000","Rocky Mountain",7,SAPCE4,16,"...","     Clothing repair, rental, and alterations ","Millions of current dollars",139.5,146.5,150.2,151.6,151.7,138.4,137.9,138.4,138.1,140.9,141.1,137.4,124.8,121.5,104.2,98.8,109.1,123.0,141.6,161.7,181.6,189.8,202.6,175.3,201.8,214.5
 "97000","Rocky Mountain",7,SAPCE4,17,"...","   Footwear ","Millions of current dollars",1251.0,1315.7,1395.0,1421.4,1441.6,1423.8,1492.1,1568.7,1716.5,1905.6,2007.0,2024.2,1970.3,2029.6,2152.9,2272.0,2425.2,2541.5,2690.8,2876.7,2956.6,3115.2,3256.1,3154.1,4090.0,4353.0
 "97000","Rocky Mountain",7,SAPCE4,18,"...","  Housing, utilities, and fuels ","Millions of current dollars",33709.6,35632.4,37716.5,40488.5,43563.7,45227.2,47160.8,50107.5,54151.5,57329.5,60783.8,65089.5,66686.9,67712.1,71617.0,71968.5,76253.7,79564.6,81703.4,86023.0,90097.8,94910.7,101525.1,103534.5,114704.3,125882.5
 "97000","Rocky Mountain",7,SAPCE4,19,"...","   Housing ","Millions of current dollars",28572.7,30504.6,32437.0,34672.3,37291.8,38894.4,40495.0,42864.4,46110.9,48604.3,51773.1,55188.1,57434.0,57959.2,61645.0,62008.4,65403.0,68417.5,70879.1,75220.5,78439.8,82757.1,89089.1,91133.3,101249.8,109786.3
 "97000","Rocky Mountain",7,SAPCE4,20,"...","    Rental of tenant-occupied nonfarm housing ","Millions of current dollars",5888.4,6201.5,6504.1,6824.7,7284.8,7491.2,7567.0,7877.8,8357.1,8412.6,8904.0,9993.3,10272.4,10934.7,12062.7,12450.6,12848.4,13594.9,14646.6,14968.2,15523.9,16650.7,17572.6,17886.4,20139.8,21647.7
 "97000","Rocky Mountain",7,SAPCE4,21,"...","    Imputed rental of owner-occupied nonfarm housing ","Millions of current dollars",22118.5,23717.1,25312.7,27100.6,29256.7,30670.1,32207.3,34098.2,36638.3,38993.7,41661.3,43967.5,45957.2,45955.7,48291.1,48342.1,51433.5,53624.7,55100.3,59123.2,61659.8,64778.0,70091.7,71769.6,79395.8,86207.3
 "97000","Rocky Mountain",7,SAPCE4,22,"...","    Rental value of farm dwellings ","Millions of current dollars",535.6,552.5,585.2,709.4,712.8,696.4,679.6,843.3,1062.5,1127.8,1124.9,1145.3,1113.5,973.6,1191.8,1104.3,993.3,1066.2,1007.9,1020.8,1131.5,1173.2,1269.5,1298.9,1547.8,1777.6
 "97000","Rocky Mountain",7,SAPCE4,23,"...","    Group housing ","Millions of current dollars",30.3,33.4,34.9,37.6,37.4,36.7,41.1,45.1,53.0,70.1,82.9,81.9,90.9,95.2,99.3,111.5,127.8,131.7,124.2,108.4,124.6,155.3,155.3,178.4,166.4,153.8
 "97000","Rocky Mountain",7,SAPCE4,24,"...","   Household utilities and fuels ","Millions of current dollars",5136.9,5127.7,5279.5,5816.2,6271.9,6332.8,6665.8,7243.1,8040.6,8725.2,9010.7,9901.4,9252.9,9752.9,9972.1,9960.1,10850.7,11147.1,10824.3,10802.5,11658.0,12153.6,12436.1,12401.2,13454.5,16096.2
